Polygon Number,Longitude,Latitude
4179,-73.908936,40.827968
4179,-73.9091,40.828014
4179,-73.909031,40.828152
4179,-73.909212,40.828203
4179,-73.909247,40.828134
4179,-73.909445,40.82819
4179,-73.909557,40.827965
4179,-73.909654,40.827992
4179,-73.909724,40.82785
4179,-73.909076,40.827665
4179,-73.909301,40.827213
4179,-73.909646,40.827311
4179,-73.909548,40.827508
4179,-73.90987,40.8276
4179,-73.909899,40.827542
4179,-73.91,40.827571
4179,-73.910107,40.827356
4179,-73.910635,40.827506
4179,-73.910384,40.828013
4179,-73.910426,40.828025
4179,-73.910489,40.827898
4179,-73.910577,40.827923
4179,-73.910511,40.828055
4179,-73.910571,40.828072
4179,-73.910622,40.828026
4179,-73.910725,40.828055
4179,-73.910694,40.828117
4179,-73.910883,40.828171
4179,-73.910329,40.82868
4179,-73.908756,40.828233
4180,-73.912783,40.828702
4180,-73.91284,40.828602
4180,-73.913025,40.828663
4180,-73.912968,40.828763
4180,-73.912783,40.828702
4181,-73.912633,40.82898
4181,-73.912816,40.829039
4181,-73.912758,40.829142
4181,-73.912575,40.829083
4181,-73.912633,40.82898
4182,-73.898252,40.826757
4182,-73.89835,40.826612
4182,-73.898543,40.826686
4182,-73.898446,40.826831
4182,-73.898252,40.826757
4183,-73.903297,40.827658
4183,-73.9034,40.827356
4183,-73.903374,40.827351
4183,-73.903394,40.827294
4183,-73.903447,40.827304
4183,-73.903497,40.827154
4183,-73.903478,40.827151
4183,-73.903568,40.826884
4183,-73.903746,40.826919
4183,-73.903726,40.826976
4183,-73.903963,40.827022
4183,-73.903979,40.826975
4183,-73.904232,40.827024
4183,-73.90421,40.82709
4183,-73.90443,40.827132
4183,-73.904443,40.827093
4183,-73.904612,40.827126
4183,-73.90452,40.827396
4183,-73.904339,40.827361
4183,-73.904355,40.827313
4183,-73.90415,40.827273
4183,-73.904079,40.827483
4183,-73.903665,40.827403
4183,-73.903561,40.82771
4183,-73.903297,40.827658
4184,-73.895926,40.830126
4184,-73.895923,40.830063
4184,-73.896158,40.830055
4184,-73.896162,40.830118
4184,-73.895926,40.830126
4185,-73.908635,40.81833
4185,-73.908898,40.817505
4185,-73.908893,40.817504
4185,-73.908922,40.817411
4185,-73.908976,40.817421
4185,-73.909052,40.817182
4185,-73.909145,40.817199
4185,-73.908777,40.818356
4185,-73.908635,40.81833
4186,-73.90179,40.814261
4186,-73.901649,40.814292
4186,-73.901608,40.814189
4186,-73.901534,40.814206
4186,-73.901513,40.814153
4186,-73.901728,40.814104
4186,-73.90179,40.814261
4187,-73.900783,40.815439
4187,-73.900841,40.815551
4187,-73.90058,40.815628
4187,-73.900522,40.815516
4187,-73.900783,40.815439
4188,-73.893514,40.81786
4188,-73.893994,40.817353
4188,-73.894024,40.817369
4188,-73.8946,40.81676
4188,-73.894801,40.816869
4188,-73.89443,40.81726
4188,-73.894409,40.817249
4188,-73.894092,40.817583
4188,-73.894075,40.817574
4188,-73.893808,40.817857
4188,-73.893893,40.817903
4188,-73.893791,40.81801
4188,-73.893514,40.81786
4189,-73.899625,40.818006
4189,-73.900209,40.818327
4189,-73.900115,40.818425
4189,-73.899531,40.818105
4189,-73.899625,40.818006
4190,-73.887582,40.824453
4190,-73.887285,40.824463
4190,-73.887278,40.824346
4190,-73.887575,40.824337
4190,-73.887582,40.824453
4191,-73.890458,40.824716
4191,-73.890128,40.824729
4191,-73.890123,40.82464
4191,-73.890329,40.824633
4191,-73.890327,40.824603
4191,-73.890118,40.824611
4191,-73.890112,40.824524
4191,-73.890444,40.824512
4191,-73.890458,40.824716
4192,-73.890041,40.829032
4192,-73.890043,40.828779
4192,-73.890141,40.828779
4192,-73.89014,40.829033
4192,-73.890041,40.829032
4193,-73.890672,40.83045
4193,-73.890334,40.830358
4193,-73.890383,40.830256
4193,-73.89072,40.830347
4193,-73.890672,40.83045
4194,-73.875205,40.825482
4194,-73.87546,40.825456
4194,-73.87548,40.825568
4194,-73.875225,40.825594
4194,-73.875205,40.825482
4195,-73.875724,40.826535
4195,-73.875747,40.826652
4195,-73.875658,40.826662
4195,-73.875664,40.826697
4195,-73.875756,40.826687
4195,-73.875779,40.8268
4195,-73.875465,40.826835
4195,-73.875442,40.826717
4195,-73.875545,40.826705
4195,-73.875538,40.826669
4195,-73.87542,40.826683
4195,-73.875398,40.826571
4195,-73.875724,40.826535
4196,-73.880341,40.828929
4196,-73.880441,40.828917
4196,-73.880445,40.828939
4196,-73.880581,40.828923
4196,-73.880597,40.829
4196,-73.880595,40.829
4196,-73.880617,40.829107
4196,-73.880549,40.829115
4196,-73.880554,40.829139
4196,-73.880627,40.82913
4196,-73.880707,40.829512
4196,-73.880469,40.829541
4196,-73.880341,40.828929
4197,-73.878391,40.829888
4197,-73.878113,40.829915
4197,-73.878094,40.829804
4197,-73.878373,40.829777
4197,-73.878391,40.829888
4198,-73.880169,40.830284
4198,-73.880384,40.830252
4198,-73.880411,40.830358
4198,-73.880197,40.83039
4198,-73.880169,40.830284
4199,-73.887695,40.815902
4199,-73.887618,40.815913
4199,-73.887639,40.815937
4199,-73.887702,40.815927
4199,-73.887763,40.816157
4199,-73.887718,40.816164
4199,-73.887421,40.815834
4199,-73.887564,40.815812
4199,-73.887549,40.815753
4199,-73.887466,40.815766
4199,-73.887476,40.815803
4199,-73.887383,40.815817
4199,-73.887299,40.815723
4199,-73.887587,40.815575
4199,-73.887608,40.815572
4199,-73.887695,40.815902
4200,-73.887102,40.816434
4200,-73.887089,40.816435
4200,-73.886963,40.815879
4200,-73.887008,40.815855
4200,-73.887099,40.815954
4200,-73.887102,40.815966
4200,-73.887682,40.816573
4200,-73.88739,40.816611
4200,-73.887372,40.81662
4200,-73.887151,40.816649
4200,-73.887102,40.816434
4201,-73.871054,40.832929
4201,-73.871307,40.832894
4201,-73.871333,40.833002
4201,-73.871081,40.833038
4201,-73.871054,40.832929
4202,-73.871249,40.833735
4202,-73.871517,40.833713
4202,-73.871533,40.833827
4202,-73.871266,40.83385
4202,-73.871249,40.833735
4203,-73.871253,40.834493
4203,-73.871034,40.83452
4203,-73.870977,40.834251
4203,-73.870933,40.834256
4203,-73.870919,40.834193
4203,-73.871182,40.834161
4203,-73.871253,40.834493
4204,-73.8694069150151,40.829839092039
4204,-73.86962,40.829813
4204,-73.869644,40.829924
4204,-73.8694031642593,40.8299534900907
4204,-73.8694069150151,40.829839092039
4205,-73.91523,40.807249
4205,-73.915166,40.807355
4205,-73.914597,40.807155
4205,-73.914575,40.807191
4205,-73.914323,40.807103
4205,-73.914359,40.807044
4205,-73.914293,40.807021
4205,-73.914358,40.806914
4205,-73.914493,40.806961
4205,-73.914509,40.806935
4205,-73.914593,40.806965
4205,-73.914615,40.806928
4205,-73.914891,40.807025
4205,-73.914838,40.807112
4205,-73.91523,40.807249
4206,-73.908134,40.812191
4206,-73.908201,40.811944
4206,-73.908394,40.811973
4206,-73.908327,40.812221
4206,-73.908134,40.812191
4207,-73.885882,40.803051
4207,-73.885956,40.803503
4207,-73.885626,40.803534
4207,-73.885598,40.803362
4207,-73.885472,40.803374
4207,-73.885426,40.803094
4207,-73.885882,40.803051
4208,-73.880837,40.803481
4208,-73.880847,40.803538
4208,-73.880783,40.803544
4208,-73.880774,40.803487
4208,-73.880837,40.803481
4209,-73.91707,40.856024
4209,-73.917066,40.856352
4209,-73.917048,40.856351
4209,-73.917047,40.856432
4209,-73.917063,40.856432
4209,-73.917062,40.856552
4209,-73.916836,40.85655
4209,-73.916837,40.856424
4209,-73.916835,40.856424
4209,-73.916835,40.856356
4209,-73.916854,40.856356
4209,-73.916858,40.856023
4209,-73.91707,40.856024
4210,-73.918299,40.849082
4210,-73.918048,40.849284
4210,-73.917706,40.849227
4210,-73.917715,40.849195
4210,-73.917883,40.84906
4210,-73.917958,40.849114
4210,-73.91795,40.849143
4210,-73.918001,40.849179
4210,-73.918089,40.849109
4210,-73.918093,40.849094
4210,-73.91807,40.849077
4210,-73.918003,40.849066
4210,-73.917936,40.849018
4210,-73.918064,40.848915
4210,-73.918299,40.849082
4211,-73.919313,40.852042
4211,-73.91941,40.852077
4211,-73.919299,40.852254
4211,-73.919202,40.85222
4211,-73.919313,40.852042
4212,-73.9105740229786,40.8593991639291
4212,-73.910599,40.859354
4212,-73.910908,40.859452
4212,-73.910860152801,40.8595385182229
4212,-73.9105740229786,40.8593991639291
4213,-73.910206,40.849106
4213,-73.910249,40.848942
4213,-73.91052,40.848982
4213,-73.910523,40.848971
4213,-73.910719,40.849
4213,-73.910761,40.848844
4213,-73.910301,40.848775
4213,-73.910335,40.848646
4213,-73.910397,40.848656
4213,-73.910411,40.848601
4213,-73.910344,40.848591
4213,-73.910334,40.84863
4213,-73.910264,40.848619
4213,-73.910306,40.84846
4213,-73.910582,40.848502
4213,-73.910556,40.848601
4213,-73.910632,40.848613
4213,-73.910652,40.84854
4213,-73.911444,40.848659
4213,-73.911416,40.848766
4213,-73.911252,40.848741
4213,-73.911167,40.849063
4213,-73.91109,40.849052
4213,-73.911026,40.849294
4213,-73.910396,40.849199
4213,-73.910413,40.849137
4213,-73.910206,40.849106
4214,-73.914945,40.851836
4214,-73.915167,40.85195
4214,-73.91512,40.852001
4214,-73.914899,40.851887
4214,-73.914945,40.851836
4215,-73.909827,40.854063
4215,-73.910606,40.85248
4215,-73.910894,40.852462
4215,-73.91088,40.852447
4215,-73.91085,40.852177
4215,-73.910959,40.85217
4215,-73.9109,40.852104
4215,-73.91095,40.852002
4215,-73.911223,40.851985
4215,-73.911238,40.851989
4215,-73.911235,40.851962
4215,-73.912006,40.85157
4215,-73.912042,40.851611
4215,-73.912096,40.851608
4215,-73.912171,40.851693
4215,-73.911275,40.852149
4215,-73.911334,40.852165
4215,-73.911182,40.852243
4215,-73.911102,40.852405
4215,-73.911046,40.852389
4215,-73.911102,40.852452
4215,-73.910788,40.85309
4215,-73.910876,40.853115
4215,-73.910624,40.853242
4215,-73.910648,40.853269
4215,-73.910521,40.853529
4215,-73.910411,40.853498
4215,-73.910381,40.853558
4215,-73.910452,40.853578
4215,-73.910075,40.854342
4215,-73.909827,40.854063
4216,-73.904566,40.850106
4216,-73.90453,40.850227
4216,-73.904557,40.850231
4216,-73.904528,40.85033
4216,-73.903984,40.850238
4216,-73.904061,40.849976
4216,-73.904239,40.850006
4216,-73.904207,40.850113
4216,-73.904332,40.850134
4216,-73.904351,40.850069
4216,-73.904566,40.850106
4217,-73.89555,40.851152
4217,-73.895567,40.851159
4217,-73.895534,40.851212
4217,-73.895342,40.851142
4217,-73.895416,40.851024
4217,-73.895443,40.851034
4217,-73.895514,40.85092
4217,-73.895678,40.850979
4217,-73.895605,40.851095
4217,-73.89559,40.85109
4217,-73.89555,40.851152
4218,-73.890269,40.84738
4218,-73.890222,40.847419
4218,-73.890124,40.847351
4218,-73.890171,40.847312
4218,-73.890269,40.84738
4219,-73.918466,40.84237
4219,-73.918513,40.842385
4219,-73.918462,40.842478
4219,-73.918426,40.842476
4219,-73.91832,40.84267
4219,-73.918301,40.842669
4219,-73.918148,40.842621
4219,-73.91817,40.842356
4219,-73.918466,40.84237
4220,-73.91866,40.844421
4220,-73.918929,40.844447
4220,-73.918916,40.844525
4220,-73.918646,40.844499
4220,-73.91866,40.844421
4221,-73.916542,40.844243
4221,-73.916302,40.844637
4221,-73.916347,40.844652
4221,-73.916667,40.844632
4221,-73.91668,40.844746
4221,-73.916217,40.844776
4221,-73.916214,40.84475
4221,-73.916167,40.844753
4221,-73.916102,40.844731
4221,-73.916143,40.844664
4221,-73.916123,40.844657
4221,-73.916404,40.844195
4221,-73.916542,40.844243
4222,-73.930538,40.830522
4222,-73.930083,40.831557
4222,-73.929737,40.83147
4222,-73.929776,40.83138
4222,-73.929978,40.83143
4222,-73.929988,40.831407
4222,-73.929802,40.83136
4222,-73.929839,40.831277
4222,-73.930034,40.831326
4222,-73.930043,40.831304
4222,-73.929829,40.83125
4222,-73.929903,40.831083
4222,-73.930071,40.831125
4222,-73.930051,40.83117
4222,-73.930105,40.831183
4222,-73.930127,40.831133
4222,-73.930072,40.831119
4222,-73.930354,40.830476
4222,-73.930538,40.830522
4223,-73.928063,40.830843
4223,-73.927264,40.832115
4223,-73.927087,40.832051
4223,-73.927063,40.832089
4223,-73.927157,40.832123
4223,-73.927005,40.832364
4223,-73.92651,40.832186
4223,-73.926578,40.832077
4223,-73.92696,40.832214
4223,-73.926982,40.832179
4223,-73.92686,40.832136
4223,-73.926847,40.832157
4223,-73.926754,40.832123
4223,-73.926953,40.831808
4223,-73.927056,40.831845
4223,-73.927627,40.830936
4223,-73.927764,40.830986
4223,-73.927892,40.830782
4223,-73.928063,40.830843
4224,-73.928246,40.834231
4224,-73.928319,40.834095
4224,-73.928433,40.834131
4224,-73.92836,40.834266
4224,-73.928246,40.834231
4225,-73.921426,40.831925
4225,-73.92155,40.831959
4225,-73.921537,40.831986
4225,-73.921706,40.832032
4225,-73.921621,40.832209
4225,-73.921485,40.832107
4225,-73.921452,40.832175
4225,-73.921576,40.832209
4225,-73.921398,40.83258
4225,-73.921363,40.83257
4225,-73.921178,40.832956
4225,-73.921142,40.832946
4225,-73.921005,40.833234
4225,-73.921011,40.833239
4225,-73.920972,40.833321
4225,-73.920677,40.83324
4225,-73.920736,40.833117
4225,-73.920884,40.833157
4225,-73.920944,40.833032
4225,-73.920825,40.833
4225,-73.920951,40.832737
4225,-73.921105,40.832779
4225,-73.921162,40.832659
4225,-73.921046,40.832627
4225,-73.921174,40.83236
4225,-73.921327,40.832401
4225,-73.921385,40.832279
4225,-73.921271,40.832248
4225,-73.921426,40.831925
4226,-73.920116,40.8359
4226,-73.920406,40.835987
4226,-73.920288,40.836214
4226,-73.920337,40.836229
4226,-73.92047,40.836196
4226,-73.920455,40.836161
4226,-73.920465,40.836141
4226,-73.920423,40.836042
4226,-73.920438,40.836014
4226,-73.92084,40.836133
4226,-73.920761,40.836285
4226,-73.920378,40.836379
4226,-73.920202,40.836327
4226,-73.920088,40.836547
4226,-73.919821,40.836467
4226,-73.920116,40.8359
4227,-73.916237,40.829926
4227,-73.916296,40.829807
4227,-73.916303,40.829809
4227,-73.916359,40.829698
4227,-73.91658,40.829761
4227,-73.916523,40.829874
4227,-73.916521,40.829874
4227,-73.916462,40.829991
4227,-73.916237,40.829926
4228,-73.915124,40.814971
4228,-73.915412,40.814404
4228,-73.916101,40.814605
4228,-73.916132,40.81464
4228,-73.916079,40.814744
4228,-73.916028,40.81473
4228,-73.91601,40.814739
4228,-73.915518,40.814596
4228,-73.915449,40.814732
4228,-73.915925,40.81487
4228,-73.915968,40.81492
4228,-73.915997,40.814905
4228,-73.916015,40.814869
4228,-73.916034,40.814891
4228,-73.916152,40.814659
4228,-73.916165,40.814652
4228,-73.916776,40.814829
4228,-73.916756,40.814868
4228,-73.916664,40.814913
4228,-73.916745,40.815007
4228,-73.916649,40.815055
4228,-73.916583,40.814978
4228,-73.916459,40.815039
4228,-73.916412,40.815132
4228,-73.916675,40.815208
4228,-73.916651,40.815256
4228,-73.916764,40.815289
4228,-73.916928,40.815207
4228,-73.917128,40.81544
4228,-73.916984,40.815511
4228,-73.915124,40.814971
4229,-73.922884,40.804185
4229,-73.923041,40.804244
4229,-73.923065,40.804208
4229,-73.923658,40.80443
4229,-73.923434,40.804773
4229,-73.923357,40.804744
4229,-73.923331,40.804783
4229,-73.923119,40.804704
4229,-73.923054,40.804803
4229,-73.922593,40.804631
4229,-73.922884,40.804185
4230,-73.893023,40.841659
4230,-73.892822,40.84186
4230,-73.892744,40.841815
4230,-73.892946,40.841615
4230,-73.893023,40.841659
4231,-73.884578,40.843155
4231,-73.884579,40.843147
4231,-73.884869,40.842767
4231,-73.884574,40.842639
4231,-73.884758,40.842398
4231,-73.885132,40.84256
4231,-73.88502,40.843295
4231,-73.884988,40.843336
4231,-73.884578,40.843155
4232,-73.887546,40.845229
4232,-73.887724,40.844986
4232,-73.888172,40.845175
4232,-73.888091,40.845284
4232,-73.887959,40.845228
4232,-73.887989,40.845188
4232,-73.887786,40.845103
4232,-73.887707,40.84521
4232,-73.887902,40.845292
4232,-73.88792,40.845267
4232,-73.888048,40.84532
4232,-73.887956,40.845446
4232,-73.887862,40.845406
4232,-73.887887,40.845372
4232,-73.887546,40.845229
4233,-73.877384,40.839279
4233,-73.877447,40.839146
4233,-73.877561,40.839177
4233,-73.877577,40.839143
4233,-73.877497,40.839121
4233,-73.877555,40.838997
4233,-73.877659,40.839026
4233,-73.877677,40.838989
4233,-73.877582,40.838963
4233,-73.877611,40.838901
4233,-73.877907,40.838981
4233,-73.877835,40.839134
4233,-73.877822,40.83913
4233,-73.877763,40.839255
4233,-73.877745,40.839251
4233,-73.877692,40.839362
4233,-73.877384,40.839279
4234,-73.878224,40.841572
4234,-73.878158,40.84171
4234,-73.878322,40.841755
4234,-73.878282,40.84184
4234,-73.877969,40.841754
4234,-73.878002,40.841686
4234,-73.877906,40.84166
4234,-73.877979,40.841506
4234,-73.878224,40.841572
4235,-73.888364,40.831219
4235,-73.888468,40.83125
4235,-73.888525,40.831142
4235,-73.888664,40.831184
4235,-73.888606,40.831294
4235,-73.888553,40.831278
4235,-73.888418,40.831534
4235,-73.888228,40.831477
4235,-73.888364,40.831219
4236,-73.891232,40.834433
4236,-73.891274,40.834363
4236,-73.891439,40.834421
4236,-73.891397,40.83449
4236,-73.891232,40.834433
4237,-73.880446,40.830499
4237,-73.880232,40.830527
4237,-73.880207,40.830415
4237,-73.88042,40.830387
4237,-73.880446,40.830499
4238,-73.872146,40.831144
4238,-73.872132,40.831087
4238,-73.872325,40.831061
4238,-73.872338,40.831118
4238,-73.872146,40.831144
4239,-73.874607,40.83286
4239,-73.874796,40.832839
4239,-73.874817,40.832948
4239,-73.874628,40.832969
4239,-73.874607,40.83286
4240,-73.914788,40.823106
4240,-73.914675,40.823372
4240,-73.914559,40.823344
4240,-73.91447,40.823554
4240,-73.91438,40.823532
4240,-73.914582,40.823056
4240,-73.914788,40.823106
4241,-73.908159,40.824336
4241,-73.908241,40.824097
4241,-73.908414,40.824131
4241,-73.908288,40.8245
4241,-73.907871,40.824418
4241,-73.907915,40.824288
4241,-73.908159,40.824336
4242,-73.909181,40.825676
4242,-73.908913,40.8262
4242,-73.908708,40.82614
4242,-73.908682,40.826191
4242,-73.908571,40.826159
4242,-73.908634,40.826037
4242,-73.908455,40.825985
4242,-73.908395,40.826102
4242,-73.908071,40.826008
4242,-73.908234,40.825689
4242,-73.908473,40.825759
4242,-73.908507,40.825692
4242,-73.908223,40.825608
4242,-73.908317,40.825423
4242,-73.909181,40.825676
4243,-73.907803,40.82597
4243,-73.907712,40.826188
4243,-73.907513,40.82614
4243,-73.907605,40.825922
4243,-73.907803,40.82597
4244,-73.907345,40.829537
4244,-73.907373,40.829488
4244,-73.907425,40.829504
4244,-73.907355,40.829627
4244,-73.907267,40.829598
4244,-73.907308,40.829526
4244,-73.907345,40.829537
4245,-73.897741,40.826339
4245,-73.897733,40.826402
4245,-73.897671,40.826398
4245,-73.897678,40.826334
4245,-73.897741,40.826339
4246,-73.895482,40.830462
4246,-73.895354,40.830472
4246,-73.895343,40.830396
4246,-73.895266,40.830402
4246,-73.895259,40.83035
4246,-73.89528,40.830348
4246,-73.895268,40.830257
4246,-73.89535,40.830251
4246,-73.895334,40.830133
4246,-73.895436,40.830125
4246,-73.895482,40.830462
4247,-73.909355,40.81765
4247,-73.909483,40.81727
4247,-73.909672,40.817307
4247,-73.909544,40.817686
4247,-73.909355,40.81765
4248,-73.906283,40.81876
4248,-73.906164,40.819108
4248,-73.905997,40.819075
4248,-73.906179,40.818544
4248,-73.906375,40.818583
4248,-73.906328,40.818718
4248,-73.906363,40.818725
4248,-73.906347,40.818772
4248,-73.906283,40.81876
4249,-73.910841,40.819817
4249,-73.911285,40.819897
4249,-73.911246,40.820023
4249,-73.910801,40.819944
4249,-73.910841,40.819817
4250,-73.902928,40.814477
4250,-73.903341,40.814387
4250,-73.903326,40.814348
4250,-73.903472,40.814316
4250,-73.90351,40.814419
4250,-73.903378,40.814448
4250,-73.903398,40.814502
4250,-73.903184,40.814548
4250,-73.903177,40.81453
4250,-73.902965,40.814577
4250,-73.902928,40.814477
4251,-73.90366,40.815157
4251,-73.903673,40.815117
4251,-73.903881,40.815156
4251,-73.903868,40.815195
4251,-73.90366,40.815157
4252,-73.898526,40.821506
4252,-73.898517,40.821892
4252,-73.898249,40.821888
4252,-73.898258,40.821503
4252,-73.898526,40.821506
4253,-73.893697,40.828771
4253,-73.893697,40.828834
4253,-73.893525,40.828834
4253,-73.893525,40.828771
4253,-73.893697,40.828771
4254,-73.889348,40.830041
4254,-73.889318,40.8301
4254,-73.889281,40.830089
4254,-73.889257,40.830136
4254,-73.889312,40.830153
4254,-73.889259,40.830257
4254,-73.889046,40.830195
4254,-73.889154,40.829984
4254,-73.889348,40.830041
4255,-73.877775,40.827223
4255,-73.877467,40.827264
4255,-73.87744,40.82715
4255,-73.877748,40.827109
4255,-73.877775,40.827223
4256,-73.88152,40.829967
4256,-73.881704,40.829945
4256,-73.881727,40.830055
4256,-73.881543,40.830077
4256,-73.88152,40.829967
4257,-73.888523,40.815408
4257,-73.888506,40.81541
4257,-73.888519,40.815471
4257,-73.888306,40.815498
4257,-73.888261,40.815293
4257,-73.88849,40.815263
4257,-73.888523,40.815408
4258,-73.88803,40.815061
4258,-73.888112,40.815474
4258,-73.888043,40.815481
4258,-73.888055,40.815541
4258,-73.887854,40.815564
4258,-73.887807,40.815505
4258,-73.887772,40.81533
4258,-73.887872,40.815318
4258,-73.88788,40.815361
4258,-73.887974,40.81535
4258,-73.887948,40.815222
4258,-73.887849,40.815234
4258,-73.887859,40.815285
4258,-73.887747,40.815298
4258,-73.887684,40.81498
4258,-73.8878,40.814967
4258,-73.887791,40.814924
4258,-73.88766,40.814939
4258,-73.887639,40.814831
4258,-73.887953,40.814795
4258,-73.887975,40.814903
4258,-73.887899,40.814911
4258,-73.887874,40.814923
4258,-73.887891,40.814945
4258,-73.887989,40.814933
4258,-73.888011,40.815049
4258,-73.887994,40.815057
4258,-73.887802,40.815078
4258,-73.887842,40.815129
4258,-73.887913,40.815121
4258,-73.887904,40.815075
4258,-73.88803,40.815061
4259,-73.8696,40.83071
4259,-73.869516,40.830269
4259,-73.869712,40.830248
4259,-73.869796,40.830689
4259,-73.8696,40.83071
4260,-73.870171,40.838248
4260,-73.870171,40.838185
4260,-73.870319,40.838185
4260,-73.870319,40.838248
4260,-73.870171,40.838248
4261,-73.914503,40.808481
4261,-73.914379,40.80873
4261,-73.914089,40.808647
4261,-73.914336,40.808151
4261,-73.914488,40.808195
4261,-73.914354,40.808462
4261,-73.914415,40.80848
4261,-73.914425,40.808459
4261,-73.914503,40.808481
4262,-73.907171,40.800764
4262,-73.907483,40.800816
4262,-73.907411,40.801062
4262,-73.907099,40.80101
4262,-73.907171,40.800764
4263,-73.904308,40.803545
4263,-73.904308,40.803409
4263,-73.904485,40.803409
4263,-73.904485,40.803545
4263,-73.904308,40.803545
4264,-73.877013,40.809002
4264,-73.877247,40.808966
4264,-73.877266,40.809036
4264,-73.877031,40.809071
4264,-73.877013,40.809002
4265,-73.916461,40.847313
4265,-73.916722,40.847328
4265,-73.916705,40.847495
4265,-73.916677,40.847518
4265,-73.91675,40.847522
4265,-73.91674,40.847627
4265,-73.916846,40.847633
4265,-73.916835,40.84774
4265,-73.916544,40.847723
4265,-73.916695,40.84783
4265,-73.916677,40.848
4265,-73.916485,40.847988
4265,-73.916482,40.848025
4265,-73.91661,40.848032
4265,-73.9166,40.848126
4265,-73.916624,40.848128
4265,-73.916451,40.848266
4265,-73.91662,40.848276
4265,-73.916527,40.84821
4265,-73.917116,40.847736
4265,-73.917171,40.84774
4265,-73.917063,40.847662
4265,-73.917178,40.84757
4265,-73.917212,40.847594
4265,-73.917333,40.847497
4265,-73.91756,40.847659
4265,-73.916323,40.848654
4265,-73.916461,40.847313
4266,-73.920949,40.850158
4266,-73.920872,40.850268
4266,-73.920685,40.850193
4266,-73.920762,40.850083
4266,-73.920949,40.850158
4267,-73.919394,40.851239
4267,-73.919252,40.851326
4267,-73.919086,40.851171
4267,-73.919356,40.851006
4267,-73.919353,40.851003
4267,-73.919448,40.850945
4267,-73.919607,40.851092
4267,-73.919468,40.851177
4267,-73.919412,40.851125
4267,-73.919328,40.851177
4267,-73.919394,40.851239
4268,-73.921007,40.852488
4268,-73.921352,40.85266
4268,-73.920465,40.853676
4268,-73.92012,40.853503
4268,-73.921007,40.852488
4269,-73.903938985727,40.8561676904549
4269,-73.903949,40.856151
4269,-73.903865,40.856124
4269,-73.903899,40.856063
4269,-73.903769,40.856022
4269,-73.903831,40.855912
4269,-73.90377,40.855892
4269,-73.90374,40.855945
4269,-73.903776,40.855957
4269,-73.903727,40.856045
4269,-73.903608564953,40.8560067650636
4269,-73.9036006100693,40.856002890783
4269,-73.903633,40.855944
4269,-73.903601,40.855933
4269,-73.9035707354479,40.8559883408954
4269,-73.9034466013982,40.8559278836781
4269,-73.903555,40.855734
4269,-73.904164,40.85593
4269,-73.904015,40.856196
4269,-73.9039626827158,40.8561792316397
4269,-73.903938985727,40.8561676904549
4270,-73.915732,40.850893
4270,-73.915438,40.851146
4270,-73.915443,40.85115
4270,-73.915331,40.851247
4270,-73.915245,40.85119
4270,-73.915265,40.851173
4270,-73.915183,40.851118
4270,-73.915153,40.851144
4270,-73.915071,40.851089
4270,-73.915171,40.851003
4270,-73.915233,40.851043
4270,-73.915265,40.851015
4270,-73.915203,40.850974
4270,-73.915487,40.85073
4270,-73.915732,40.850893
4271,-73.912496,40.851372
4271,-73.912298,40.851633
4271,-73.911992,40.851499
4271,-73.912088,40.851374
4271,-73.912212,40.851428
4271,-73.912191,40.851456
4271,-73.912251,40.851483
4271,-73.912302,40.851416
4271,-73.912119,40.851336
4271,-73.912192,40.85124
4271,-73.912496,40.851372
4272,-73.906671,40.851833
4272,-73.906504,40.852034
4272,-73.906225,40.851901
4272,-73.906278,40.851837
4272,-73.905972,40.851692
4272,-73.906092,40.851546
4272,-73.906516,40.851747
4272,-73.90646,40.851816
4272,-73.906496,40.851833
4272,-73.906546,40.851773
4272,-73.906671,40.851833
4273,-73.902292,40.850404
4273,-73.902266,40.850484
4273,-73.902145,40.850462
4273,-73.90217,40.850382
4273,-73.902292,40.850404
4274,-73.889219,40.846973
4274,-73.889159,40.847058
4274,-73.889186,40.847069
4274,-73.889231,40.847004
4274,-73.889486,40.847107
4274,-73.889465,40.847137
4274,-73.889498,40.84715
4274,-73.889415,40.847269
4274,-73.889116,40.847148
4274,-73.889133,40.847125
4274,-73.889033,40.847084
4274,-73.889058,40.847048
4274,-73.888994,40.847022
4274,-73.889071,40.846913
4274,-73.889219,40.846973
4275,-73.8913538956044,40.8500383526142
4275,-73.891488,40.849756
4275,-73.891728,40.849822
4275,-73.891587,40.850118
4275,-73.891561,40.850111
4275,-73.8915501965246,40.8501339573852
4275,-73.8913538956044,40.8500383526142
4276,-73.927103,40.841054
4276,-73.927164,40.841037
4276,-73.927182,40.841072
4276,-73.927121,40.84109
4276,-73.927103,40.841054
4277,-73.922584,40.846761
4277,-73.922754,40.846295
4277,-73.922903,40.846326
4277,-73.922734,40.846793
4277,-73.922584,40.846761
4278,-73.928125,40.832619
4278,-73.928324,40.832676
4278,-73.928268,40.832788
4278,-73.928308,40.832799
4278,-73.928359,40.832698
4278,-73.928602,40.832768
4278,-73.928504,40.832963
4278,-73.928022,40.832824
4278,-73.928125,40.832619
4279,-73.929682,40.83389
4279,-73.929648,40.833945
4279,-73.929485,40.833888
4279,-73.929519,40.833833
4279,-73.929682,40.83389
4280,-73.927535,40.833996
4280,-73.927806,40.83352
